序号	视频链接	发布日期	产品	脚本	手机+账号	HOOK	拍摄员	国家	广告code	累计播放量	累计出单	累计GMV	累计佣金
30	https://www.tiktok.com/@gracefulwheelsgirl/video/7588482724487351607?_r=1&_t=ZT-92cTonjSwcY	2025/12/27	勇敢项链	一镜到底	@gracefulwheelsgirl（已弃用）		公司	美国		736	0	¥0.00	¥0.00
31	https://www.tiktok.com/@gracefulwheelsgirl/video/7588806089039203597?_r=1&_t=ZT-92cToulQxKg	2025/12/27	钥匙扣	S01	@gracefulwheelsgirl（已弃用）		刘茜	美国		47	0	¥0.00	¥0.00
32	https://www.tiktok.com/@gracefulwheelsgirl/video/7588821342305225997?_r=1&_t=ZT-92cTowbI661	2025/12/27	钥匙扣	S01	@gracefulwheelsgirl（已弃用）		刘茜	美国		39	0	¥0.00	¥0.00
33	https://www.tiktok.com/@grindguydiaries/video/7588468998690409758?_r=1&_t=ZP-92cQb1TLl0Q	2025/12/27	勇敢项链	吃饭	@grindguydiaries(已弃用)		赵永琦	美国		765	0	¥0.00	¥0.00
34	https://www.tiktok.com/@grindguydiaries/video/7588470845065006367?_r=1&_t=ZP-92cQdM7P4cp	2025/12/27	勇敢项链	S02	@grindguydiaries(已弃用)		公司	美国		556	0	¥0.00	¥0.00
35	https://www.tiktok.com/@grindguydiaries/video/7588810730078604574?_r=1&_t=ZP-92cQej2bEy6	2025/12/27	钥匙扣	S01	@grindguydiaries(已弃用)		赵雅如	美国		83	0	¥0.00	¥0.00
36	https://www.tiktok.com/@grindguydiaries/video/7588820656108653854?_r=1&_t=ZP-92cQi64lVVO	2025/12/27	钥匙扣	S01	@grindguydiaries(已弃用)		赵雅如	美国		285	0	¥0.00	¥0.00
37	https://www.tiktok.com/@hesonskates/video/7588466197243464973?_r=1&_t=ZT-92cV1ANLkXv	2025/12/27	勇敢项链	吃饭	@hesonskates（已弃用）		赵永琦	美国		22	0	¥0.00	¥0.00
38	https://www.tiktok.com/@hesonskates/video/7588466612236242189?_r=1&_t=ZT-92cV5F4ZZZ0	2025/12/27	勇敢项链	一镜到底	@hesonskates（已弃用）		刘茜	美国		26	0	¥0.00	¥0.00
39	https://www.tiktok.com/@hesonskates/video/7588808425639824653?_r=1&_t=ZT-92cV1RRXnLh	2025/12/27	钥匙扣	S01	@hesonskates（已弃用）		赵雅如	美国		33	0	¥0.00	¥0.00
40	https://www.tiktok.com/@hesonskates/video/7588820777647017271?_r=1&_t=ZT-92cV7BZ2PNN	2025/12/27	钥匙扣	S01	@hesonskates（已弃用）		赵雅如	美国		24	0	¥0.00	¥0.00
41	https://www.tiktok.com/@hisrollerjourneys/video/7588454129060629790?_r=1&_t=ZP-92cTYFt5yRz	2025/12/27	勇敢项链	吃饭	05-@hisrollerjourneys		赵永琦	美国		46	0	¥0.00	¥0.00
42	https://www.tiktok.com/@hisrollerjourneys/video/7588454706637294878?_r=1&_t=ZP-92cTZnDnLp8	2025/12/27	勇敢项链	S02	05-@hisrollerjourneys		公司	美国		57	0	¥0.00	¥0.00
43	https://www.tiktok.com/@hisrollerjourneys/video/7588804417466453278?_r=1&_t=ZP-92cTc0FCCxL	2025/12/27	钥匙扣	S01	05-@hisrollerjourneys		刘茜	美国		52	0	¥0.00	¥0.00
44	https://www.tiktok.com/@hisrollerjourneys/video/7588821877288602910?_r=1&_t=ZP-92cWrQpfF8A	2025/12/27	钥匙扣	S01	05-@hisrollerjourneys		刘茜	美国		31	0	¥0.00	¥0.00
45	https://www.tiktok.com/@icebladefreedom/video/7588472623521107214?_r=1&_t=ZT-92cJFKWwLax	2025/12/27	勇敢项链	吃饭	12-@icebladefreedom		赵永琦	美国		26	0	¥0.00	¥0.00
46	https://www.tiktok.com/@icebladefreedom/video/7588473182336699662?_r=1&_t=ZT-92cJP4QVn1Z	2025/12/27	勇敢项链	S02	12-@icebladefreedom		公司	美国		680	0	¥0.00	¥0.00
47	https://www.tiktok.com/@icebladefreedom/video/7588811721066794295?_r=1&_t=ZT-92cJRyefCGl	2025/12/27	钥匙扣	S01	12-@icebladefreedom		赵雅如	美国		321	0	¥0.00	¥0.00
48	https://www.tiktok.com/@icebladefreedom/video/7588820188066319629?_r=1&_t=ZT-92cJWWe0wPO	2025/12/27	钥匙扣	S01	12-@icebladefreedom		赵雅如	美国		323	0	¥0.00	¥0.00
49	https://www.tiktok.com/@iceglidevibes/video/7588476931285339405?_r=1&_t=ZT-92cQu0wtAoB	2025/12/27	勇敢项链	吃饭	@iceglidevibes（已弃用）		公司	美国		79	0	¥0.00	¥0.00
50	https://www.tiktok.com/@iceglidevibes/video/7588477433628675341?_r=1&_t=ZT-92cQuk5iBRd	2025/12/27	勇敢项链	一镜到底	@iceglidevibes（已弃用）		刘茜	美国		80	0	¥0.00	¥0.00
51	https://www.tiktok.com/@iceglidevibes/video/7588814652239252791?_r=1&_t=ZT-92cQxl4D1pX	2025/12/27	钥匙扣	S01	@iceglidevibes（已弃用）		刘茜	美国		39	0	¥0.00	¥0.00
52	https://www.tiktok.com/@iceglidevibes/video/7588819094737063182?_r=1&_t=ZT-92cQzc5lIAh	2025/12/27	钥匙扣	S01	@iceglidevibes（已弃用）		刘茜	美国		30	0	¥0.00	¥0.00
53	https://www.tiktok.com/@la.negrita.1/video/7588485023364320526?_r=1&_t=ZT-92cRT9Do8XG	2025/12/27	勇敢项链	一镜到底	36-@la.negrita.1		公司	美国		41	0	¥0.00	¥0.00
54	https://www.tiktok.com/@la.negrita.1/video/7588486387159026999?_r=1&_t=ZT-92cRTtYwGq6	2025/12/27	勇敢项链	S02	36-@la.negrita.1		公司	美国		15	0	¥0.00	¥0.00
55	https://www.tiktok.com/@la.negrita.1/video/7588817621097729293?_r=1&_t=ZT-92cRSifjB3f	2025/12/27	钥匙扣	S01	36-@la.negrita.1		刘茜	美国		24	0	¥0.00	¥0.00
56	https://www.tiktok.com/@la.negrita.1/video/7588817803109584142?_r=1&_t=ZT-92cRXVxgdLS	2025/12/27	钥匙扣	S01	36-@la.negrita.1		赵雅如	美国		90	0	¥0.00	¥0.00
57	https://www.tiktok.com/@melvqvs/video/7588486588452097310?_r=1&_t=ZP-92cVpHgmrvy	2025/12/27	勇敢项链	S02	10-@melvqvs		公司	美国		55	0	¥0.00	¥0.00
58	https://www.tiktok.com/@melvqvs/video/7588487066430868767?_r=1&_t=ZP-92cVrb7bWPe	2025/12/27	勇敢项链	一镜到底	10-@melvqvs		公司	美国		1,368	0	¥0.00	¥0.00
59	https://www.tiktok.com/@melvqvs/video/7588818404933405982?_r=1&_t=ZP-92cVthMNBh0	2025/12/27	钥匙扣	S01	10-@melvqvs		刘茜	美国		54	0	¥0.00	¥0.00
60	https://www.tiktok.com/@melvqvs/video/7588818717761424670?_r=1&_t=ZP-92cVwJ6ZsxL	2025/12/27	钥匙扣	S01	10-@melvqvs		赵雅如	美国		128	0	¥0.00	¥0.00
61	https://www.tiktok.com/@rawrollhisstyle/video/7588464205787860254?_r=1&_t=ZP-92cUZx1QmNj	2025/12/27	勇敢项链	吃饭	08-@rawrollhisstyle		赵永琦	美国		59	0	¥0.00	¥0.00
62	https://www.tiktok.com/@rawrollhisstyle/video/7588464542078782750?_r=1&_t=ZP-92cUbOtSQvP	2025/12/27	勇敢项链	S02	08-@rawrollhisstyle		刘茜	美国		36	0	¥0.00	¥0.00
63	https://www.tiktok.com/@rawrollhisstyle/video/7588807233111117086?_r=1&_t=ZP-92cUdptAhjC	2025/12/27	钥匙扣	S01	08-@rawrollhisstyle		赵雅如	美国		309	0	¥0.00	¥0.00
64	https://www.tiktok.com/@rawrollhisstyle/video/7588821298915134751?_r=1&_t=ZP-92cUeQrtgL8	2025/12/27	钥匙扣	S01	08-@rawrollhisstyle		赵雅如	美国		285	0	¥0.00	¥0.00
65	https://www.tiktok.com/@skateglowonice/video/7588474827917282615?_r=1&_t=ZT-92cKW51gekf	2025/12/27	勇敢项链	吃饭	11-@skateglowonice		公司	美国		143	0	¥0.00	¥0.00
66	https://www.tiktok.com/@skateglowonice/video/7588475173880335630?_r=1&_t=ZT-92cKUjDnhwj	2025/12/27	勇敢项链	S02	11-@skateglowonice		公司	美国		1,302	0	¥0.00	¥0.00
67	https://www.tiktok.com/@skateglowonice/video/7588812584388775181?_r=1&_t=ZT-92cKWCbDFl8	2025/12/27	钥匙扣	S01	11-@skateglowonice		刘茜	美国		112	0	¥0.00	¥0.00
68	https://www.tiktok.com/@skateglowonice/video/7588819826152410381?_r=1&_t=ZT-92cKbDlGONr	2025/12/27	钥匙扣	S01	11-@skateglowonice		刘茜	美国		322	0	¥0.00	¥0.00
69	https://www.tiktok.com/@skatestride/video/7588481891074952479?_r=1&_t=ZP-92cS3wJAMMJ	2025/12/27	勇敢项链	吃饭	@skatestride（已弃用）		公司	美国		99	0	¥0.00	¥0.00
70	https://www.tiktok.com/@skatestride/video/7588482874177883422?_r=1&_t=ZP-92cS61GQD5b	2025/12/27	勇敢项链	一镜到底	@skatestride（已弃用）		刘茜	美国		15	0	¥0.00	¥0.00
71	https://www.tiktok.com/@skatestride/video/7588816032974769439?_r=1&_t=ZP-92cS7d3qYwQ	2025/12/27	钥匙扣	S01	@skatestride（已弃用）		刘茜	美国		14	0	¥0.00	¥0.00
72	https://www.tiktok.com/@skatestride/video/7588816643409726750?_r=1&_t=ZP-92cS9RCXGgQ	2025/12/27	钥匙扣	S01	@skatestride（已弃用）		刘茜	美国		17	0	¥0.00	¥0.00
73	https://www.tiktok.com/@gracefulwheelsgirl/video/7588831394915257614?_r=1&_t=ZT-92cTugdLvTS	2025/12/28	勇敢项链	S02	@gracefulwheelsgirl（已弃用）		公司	美国		27	0	¥0.00	¥0.00
74	https://www.tiktok.com/@gracefulwheelsgirl/video/7588832504497376567?_r=1&_t=ZT-92cTxaP6gpL	2025/12/28	勇敢项链	测1	@gracefulwheelsgirl（已弃用）		刘茜	美国		467	0	¥0.00	¥0.00
75	https://www.tiktok.com/@gracefulwheelsgirl/video/7588833702503861518?_r=1&_t=ZT-92cTt5SHPnT	2025/12/28	钥匙扣	S01	@gracefulwheelsgirl（已弃用）		赵雅如	美国		19	0	¥0.00	¥0.00
76	https://www.tiktok.com/@gracefulwheelsgirl/video/7588835837786311991?_r=1&_t=ZT-92cU4j4YJTi	2025/12/28	勇敢项链	S02	@gracefulwheelsgirl（已弃用）		赵雅如	美国		29	0	¥0.00	¥0.00
77	https://www.tiktok.com/@gracefulwheelsgirl/video/7588842450135911693?_r=1&_t=ZT-92cTzlCLQuT	2025/12/28	父亲节手环	测1	@gracefulwheelsgirl（已弃用）		赵雅如	美国		21	0	¥0.00	¥0.00
78	https://www.tiktok.com/@hesonskates/video/7588842494817733902?_r=1&_t=ZT-92cVAFEkyy5	2025/12/28	勇敢项链	S03	@hesonskates（已弃用）		公司	美国		1,217	0	¥0.00	¥0.00
79	https://www.tiktok.com/@hesonskates/video/7588842913925238071?_r=1&_t=ZT-92cV6rKy6tD	2025/12/28	勇敢项链	测1	@hesonskates（已弃用）		刘茜	美国		20	0	¥0.00	¥0.00
80	https://www.tiktok.com/@hesonskates/video/7588843517875621134?_r=1&_t=ZT-92cVAaPI6AA	2025/12/28	钥匙扣	S01	@hesonskates（已弃用）		赵雅如	美国		29	0	¥0.00	¥0.00
81	https://www.tiktok.com/@hesonskates/video/7588843798944369933?_r=1&_t=ZT-92cVC2EnQP0	2025/12/28	父亲节手环	测1	@hesonskates（已弃用）		赵雅如	美国		11	0	¥0.00	¥0.00
82	https://www.tiktok.com/@hesonskates/video/7588844491302292750?_r=1&_t=ZT-92cVGcn4Xnb	2025/12/28	勇敢项链	S02	@hesonskates（已弃用）		赵雅如	美国		14	0	¥0.00	¥0.00
83	https://www.tiktok.com/@hisrollerjourneys/video/7588831723392159006?_r=1&_t=ZP-92cWuTElcJb	2025/12/28	勇敢项链	S02	05-@hisrollerjourneys		公司	美国		44	0	¥0.00	¥0.00
84	https://www.tiktok.com/@hisrollerjourneys/video/7588832631622552862?_r=1&_t=ZP-92cWyXUEfXj	2025/12/28	勇敢项链	测1	05-@hisrollerjourneys		刘茜	美国		25	0	¥0.00	¥0.00
85	https://www.tiktok.com/@hisrollerjourneys/video/7588833690373967135?_r=1&_t=ZP-92cWzuBToHm	2025/12/28	钥匙扣	S01	05-@hisrollerjourneys		赵雅如	美国		35	0	¥0.00	¥0.00
86	https://www.tiktok.com/@hisrollerjourneys/video/7588840113933716767?_r=1&_t=ZP-92cX0WIZJYF	2025/12/28	父亲节手环	测1	05-@hisrollerjourneys		赵雅如	美国		47	0	¥0.00	¥0.00
87	https://www.tiktok.com/@hisrollerjourneys/video/7588840603606175006?_r=1&_t=ZP-92cX6JLQv4Y	2025/12/28	勇敢项链	S02	05-@hisrollerjourneys		赵雅如	美国		35	0	¥0.00	¥0.00
88	https://www.tiktok.com/@icebladefreedom/video/7588845389818694926?_r=1&_t=ZT-92cJZZPX0Va	2025/12/28	勇敢项链	S03	12-@icebladefreedom		公司	美国		27	0	¥0.00	¥0.00
89	https://www.tiktok.com/@icebladefreedom/video/7588845767679298830?_r=1&_t=ZT-92cJZNMSyYh	2025/12/28	勇敢项链	S02	12-@icebladefreedom		刘茜	美国		391	0	¥0.00	¥0.00
90	https://www.tiktok.com/@icebladefreedom/video/7588845976073391415?_r=1&_t=ZT-92cJcAzYtaZ	2025/12/28	钥匙扣	S01	12-@icebladefreedom		赵雅如	美国		301	0	¥0.00	¥0.00
91	https://www.tiktok.com/@icebladefreedom/video/7588846465829686542?_r=1&_t=ZT-92cJdxVCob9	2025/12/28	父亲节手环	测1	12-@icebladefreedom		赵雅如	美国		148	0	¥0.00	¥0.00
92	https://www.tiktok.com/@icebladefreedom/video/7588846877433548046?_r=1&_t=ZT-92cJT8shlZG	2025/12/28	勇敢项链	S02	12-@icebladefreedom		赵雅如	美国		69	0	¥0.00	¥0.00
93	https://www.tiktok.com/@rawrollhisstyle/video/7588839965778349342?_r=1&_t=ZP-92cUiNUy5OQ	2025/12/28	勇敢项链	测1	08-@rawrollhisstyle		刘茜	美国		553	0	¥0.00	¥0.00
94	https://www.tiktok.com/@rawrollhisstyle/video/7588840424253574430?_r=1&_t=ZP-92cUjGpveBi	2025/12/28	钥匙扣	S01	08-@rawrollhisstyle		赵雅如	美国		273	0	¥0.00	¥0.00
95	https://www.tiktok.com/@rawrollhisstyle/video/7588843150597213470?_r=1&_t=ZP-92cUgXtzuM3	2025/12/28	勇敢项链	S03	08-@rawrollhisstyle		公司	美国		319	0	¥0.00	¥0.00
96	https://www.tiktok.com/@rawrollhisstyle/video/7588843892171099422?_r=1&_t=ZP-92cUltnL9Vn	2025/12/28	父亲节手环	测1	08-@rawrollhisstyle		赵雅如	美国		275	0	¥0.00	¥0.00
97	https://www.tiktok.com/@rawrollhisstyle/video/7588844694197538078?_r=1&_t=ZP-92cUn0SbRWR	2025/12/28	勇敢项链	S02	08-@rawrollhisstyle		赵雅如	美国		54	0	¥0.00	¥0.00
98	https://www.tiktok.com/@fttgyuhji/video/7589156130094337335?_r=1&_t=ZT-92dsQO9smSc	2025/12/29	勇敢项链	S03	@fttgyuhji(已弃用)		公司	美国		550	0	¥0.00	¥0.00
99	https://www.tiktok.com/@fttgyuhji/video/7589201878206926135?_r=1&_t=ZT-92dsT8Hnyxr	2025/12/29	勇敢项链	S02	@fttgyuhji(已弃用)		刘茜	美国		5	0	¥0.00	¥0.00
100	https://www.tiktok.com/@fttgyuhji/video/7589248095355931917?_r=1&_t=ZT-92dsTqeNwNr	2025/12/29	钥匙扣	S01	@fttgyuhji(已弃用)		刘茜	美国		64	0	¥0.00	¥0.00
101	https://www.tiktok.com/@fttgyuhji/video/7589473501455650103?_r=1&_t=ZT-92dsWopUy4b	2025/12/29	钥匙扣	S01	@fttgyuhji(已弃用)		赵雅如	美国		473	0	¥0.00	¥0.00
102	https://www.tiktok.com/@fttgyuhji/video/7589527626922921271?_r=1&_t=ZT-92fa5cCu8MQ	2025/12/29	勇敢项链	S02	@fttgyuhji(已弃用)		赵雅如	美国		270	0	¥0.00	¥0.00
103	https://www.tiktok.com/@grindguydiaries/video/7589135767683829023?_r=1&_t=ZP-92dtaZL61eh	2025/12/29	勇敢项链	S02	@grindguydiaries(已弃用)		公司	美国		37	0	¥0.00	¥0.00
104	https://www.tiktok.com/@grindguydiaries/video/7589136263270206751?_r=1&_t=ZP-92dtcVUqDEc	2025/12/29	勇敢项链	S03	@grindguydiaries(已弃用)		公司	美国		33	0	¥0.00	¥0.00
105	https://www.tiktok.com/@grindguydiaries/video/7589136822685453599?_r=1&_t=ZP-92dteFKiwNb	2025/12/29	钥匙扣	S01	@grindguydiaries(已弃用)		刘茜	美国		0	0	¥0.00	¥0.00
106	https://www.tiktok.com/@grindguydiaries/video/7589137753196006686?_r=1&_t=ZP-92dtfZJwRWo	2025/12/29	勇敢项链	测1	@grindguydiaries(已弃用)		刘茜	美国		17	0	¥0.00	¥0.00
107	https://www.tiktok.com/@grindguydiaries/video/7589138471395134750?_r=1&_t=ZP-92dth6PGWbO	2025/12/29	勇敢项链	S02	@grindguydiaries(已弃用)		赵雅如	美国		25	0	¥0.00	¥0.00
108	https://www.tiktok.com/@iceglidevibes/video/7589157333880605965?_r=1&_t=ZT-92du7jmx5Vm	2025/12/29	钥匙扣	S02	@iceglidevibes（已弃用）		赵永琦	美国		118	0	¥0.00	¥0.00
109	https://www.tiktok.com/@iceglidevibes/video/7589158071092530446?_r=1&_t=ZT-92duBEsPQXF	2025/12/29	勇敢项链	S02	@iceglidevibes（已弃用）		公司	美国		538	0	¥0.00	¥0.00
110	https://www.tiktok.com/@iceglidevibes/video/7589158748988493070?_r=1&_t=ZT-92duAfejVfi	2025/12/29	勇敢项链	S02	@iceglidevibes（已弃用）		刘茜	美国		53	0	¥0.00	¥0.00
111	https://www.tiktok.com/@iceglidevibes/video/7589159306784820494?_r=1&_t=ZT-92feaRT6kjl	2025/12/29	钥匙扣	S01	@iceglidevibes（已弃用）		刘茜	美国		40	0	¥0.00	¥0.00
112	https://www.tiktok.com/@iceglidevibes/video/7589159818410200375?_r=1&_t=ZT-92fearNSctq	2025/12/29	勇敢项链	S02	@iceglidevibes（已弃用）		赵雅如	美国		52	0	¥0.00	¥0.00
113	https://www.tiktok.com/@skateglowonice/video/7589118850017398030?_r=1&_t=ZT-92drdWTiMT0	2025/12/29	勇敢项链	S02	11-@skateglowonice		公司	美国		78	0	¥0.00	¥0.00
114	https://www.tiktok.com/@skateglowonice/video/7589119381901233421?_r=1&_t=ZT-92drgAYQBv3	2025/12/29	勇敢项链	测1	11-@skateglowonice		刘茜	美国		25	0	¥0.00	¥0.00
115	https://www.tiktok.com/@skateglowonice/video/7589125825874758967?_r=1&_t=ZT-92dreeyDhy1	2025/12/29	勇敢项链	测1	11-@skateglowonice		刘茜	美国		25	0	¥0.00	¥0.00
116	https://www.tiktok.com/@skateglowonice/video/7589128014118604046?_r=1&_t=ZT-92drjUR24YY	2025/12/29	勇敢项链	S02	11-@skateglowonice		赵雅如	美国		543	0	¥0.00	¥0.00
117	https://www.tiktok.com/@skateglowonice/video/7589134427293240589?_r=1&_t=ZT-92drh1mUswZ	2025/12/29	钥匙扣	S01	11-@skateglowonice		赵雅如	美国		33	0	¥0.00	¥0.00
118	https://www.tiktok.com/@skatestride/video/7589161056363236638?_r=1&_t=ZP-92dufRg5xio	2025/12/29	钥匙扣	S02	@skatestride（已弃用）		赵永琦	美国		13	0	¥0.00	¥0.00
119	https://www.tiktok.com/@skatestride/video/7589161625492507934?_r=1&_t=ZP-92duh7GoxG3	2025/12/29	勇敢项链	S03	@skatestride（已弃用）		公司	美国		529	0	¥0.00	¥0.00
120	https://www.tiktok.com/@skatestride/video/7589162254671629599?_r=1&_t=ZP-92duipk6KEQ	2025/12/29	钥匙扣	S01	@skatestride（已弃用）		刘茜	美国		9	0	¥0.00	¥0.00
121	https://www.tiktok.com/@skatestride/video/7589162947906129183?_r=1&_t=ZP-92ffS5zyRvK	2025/12/29	勇敢项链	测1	@skatestride（已弃用）		刘茜	美国		28	0	¥0.00	¥0.00
122	https://www.tiktok.com/@skatestride/video/7589163503592803614?_r=1&_t=ZP-92ffTxvPyKl	2025/12/29	勇敢项链	S02	@skatestride（已弃用）		赵雅如	美国		33	0	¥0.00	¥0.00
123	https://www.tiktok.com/@fttgyuhji/video/7589572997493574926?_r=1&_t=ZT-92fa7YOcYBr	2025/12/30	钥匙扣	S03	@fttgyuhji(已弃用)		赵永琦	美国		1	0	¥0.00	¥0.00
124	https://www.tiktok.com/@fttgyuhji/video/7589665825573850382?_r=1&_t=ZT-92fa93TLtcV	2025/12/30	勇敢项链	测1	@fttgyuhji(已弃用)		刘茜	美国		1,783	0	¥0.00	¥0.00
125	https://www.tiktok.com/@fttgyuhji/video/7589846781668658487	2025/12/30	勇敢项链	S02	@fttgyuhji(已弃用)		赵雅如	美国		2	0	¥0.00	¥0.00
126	https://www.tiktok.com/@fttgyuhji/video/7589891581944057143	2025/12/30	父亲节手环	桌拍	@fttgyuhji(已弃用)		赵雅如	美国		3	0	¥0.00	¥0.00
